k,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD,model,size,decay,mtry,C,sigma
5,0.9230057016863192,0.11507973005277733,0.5464145513661269,0.035814451079506905,0.02894112029475623,0.014165347112103006,knn,NA,NA,NA,NA,NA
NA,0.3015112332358841,0.9020743198203601,0.156767377830045,0.04892524808643206,0.03197807024818121,0.016330878480870562,nnet,5,0.1,NA,NA,NA
NA,0.7633855780542154,0.5996838783831696,0.4598722362338309,0.03550326375051378,0.029537454268520016,0.0084250543369538,rf,NA,NA,3,NA,NA
NA,0.8903618370202352,0.21736760867136068,0.47774296206332645,0.03990572497203839,0.03473073866535248,0.010078043920595307,svm,NA,NA,NA,1,0.1
